name,VERY_POSITIVE,POSITIVE,NEUTRAL,NEGATIVE,VERY_NEGATIVE
A126KX6FVI4T66-B00298G6WW.html,0,1,3,1,0
A126KX6FVI4T66-B002G1K82Q.html,0,1,3,3,0
A126KX6FVI4T66-B002NJUN44.html,0,0,2,1,1
A126KX6FVI4T66-B002R1W5VW.html,0,2,0,3,0
A126KX6FVI4T66-B002YCVX5S.html,0,1,0,2,1
A126KX6FVI4T66-B00316SRGY.html,0,0,1,4,0
A126KX6FVI4T66-B003ASLJQS.html,0,1,2,5,0
A126KX6FVI4T66-B003ELMR9E.html,0,1,0,3,0
A126KX6FVI4T66-B003KV3E36.html,0,1,0,6,0
A126KX6FVI4T66-B0043KVFX4.html,0,1,0,1,0
A126KX6FVI4T66-B0047BXRB2.html,0,3,1,2,0
A126KX6FVI4T66-B004SIP9B0.html,0,0,3,4,0
A126KX6FVI4T66-B004SKLD9A.html,0,2,2,3,0
A126KX6FVI4T66-B004SUDQ22.html,0,3,0,3,0
A126KX6FVI4T66-B004ZJZQGA.html,0,0,1,6,0
A126KX6FVI4T66-B0059XTUVI.html,0,0,3,2,0
A126KX6FVI4T66-B0065AVS0K.html,0,1,1,3,0
A126KX6FVI4T66-B007A4Y1NQ.html,0,1,0,2,0
A126KX6FVI4T66-B007NRBMZU.html,0,0,2,2,0
A126KX6FVI4T66-B0083SI986.html,0,0,1,4,0
A126KX6FVI4T66-B008PZYMVK.html,0,1,0,2,0
A129YBX5BVNW2-0790738139.html,1,7,11,6,2
A129YBX5BVNW2-0790738147.html,1,7,11,6,2
A129YBX5BVNW2-079213690X.html,1,6,1,2,1
A129YBX5BVNW2-B00003CXS4.html,4,6,2,5,1
A129YBX5BVNW2-B00005JGO7.html,4,6,2,5,1
A129YBX5BVNW2-B00005JKEC.html,1,10,9,15,1
A129YBX5BVNW2-B00005JMFQ.html,0,9,3,5,0
A129YBX5BVNW2-B0000683U7.html,0,8,7,11,0
A129YBX5BVNW2-B00006AL1C.html,0,5,1,2,0
A129YBX5BVNW2-B00006AL1E.html,0,5,1,2,0
A129YBX5BVNW2-B000ELL1TE.html,4,6,2,5,1
A129YBX5BVNW2-B000I3PERS.html,1,6,1,2,1
A129YBX5BVNW2-B000JF9PSO.html,2,10,11,44,1
A129YBX5BVNW2-B0010X73ZG.html,0,5,2,8,3
A129YBX5BVNW2-B001BN4WMW.html,1,6,1,2,1
A129YBX5BVNW2-B001EBYM8U.html,1,10,9,15,1
A129YBX5BVNW2-B001N3OJEG.html,1,7,11,6,2
A129YBX5BVNW2-B00288KNLS.html,1,6,1,5,1
A129YBX5BVNW2-B002SEQ8ZC.html,1,6,1,5,1
A129YBX5BVNW2-B002SEQ8ZM.html,1,6,1,5,1
A129YBX5BVNW2-B002V0GZ9M.html,0,6,0,3,0
A129YBX5BVNW2-B002YJHE36.html,0,9,2,5,3
A129YBX5BVNW2-B002YJMMBA.html,0,9,2,5,3
A129YBX5BVNW2-B003UAFBXS.html,0,10,19,16,0
A129YBX5BVNW2-B0045HCJ9E.html,0,8,7,11,0
A129YBX5BVNW2-B004TNKKY0.html,0,5,1,2,0
A129YBX5BVNW2-B0054OGQM8.html,0,5,1,2,0
A129YBX5BVNW2-B005ZMUXDC.html,1,3,0,2,0
A129YBX5BVNW2-B00867GKIK.html,1,4,3,6,1
A12A8LU93A132U-0784010331.html,0,1,1,2,1
A12A8LU93A132U-079213690X.html,1,2,2,4,0
A12A8LU93A132U-6301797965.html,1,4,6,7,0
A12A8LU93A132U-6303201962.html,0,1,1,2,0
A12A8LU93A132U-6304127073.html,0,1,1,2,1
A12A8LU93A132U-6304342616.html,0,7,2,5,0
A12A8LU93A132U-6304973179.html,0,4,1,1,0
A12A8LU93A132U-6305576173.html,1,4,6,7,0
A12A8LU93A132U-B00000F6B7.html,0,1,1,2,0
A12A8LU93A132U-B00004CXZS.html,0,1,1,2,0
A12A8LU93A132U-B00004RJ74.html,0,3,5,16,0
A12A8LU93A132U-B00004RLX5.html,2,3,0,1,0
A12A8LU93A132U-B00004RLX9.html,0,1,1,2,0
A12A8LU93A132U-B00004UF14.html,0,5,1,6,0
A12A8LU93A132U-B00004X0V0.html,0,5,1,6,0
A12A8LU93A132U-B000053V0P.html,0,7,2,5,0
A12A8LU93A132U-B000053VAF.html,1,1,0,2,1
A12A8LU93A132U-B000056IFT.html,0,1,1,2,1
A12A8LU93A132U-B000056V6Z.html,0,2,6,15,0
A12A8LU93A132U-B00005ALRP.html,0,1,0,2,0
A12A8LU93A132U-B00005B238.html,0,4,1,1,0
A12A8LU93A132U-B00005UQZ5.html,0,1,0,2,0
A12A8LU93A132U-B00005V9IK.html,0,7,2,5,0
A12A8LU93A132U-B000065JDX.html,0,3,5,16,0
A12A8LU93A132U-B00006JNBU.html,0,2,6,15,0
A12A8LU93A132U-B00008G8LR.html,0,4,1,1,0
A12A8LU93A132U-B00008WJET.html,0,2,6,15,0
A12A8LU93A132U-B0000DK4QI.html,0,4,1,1,0
A12A8LU93A132U-B0001L3MI0.html,0,7,2,5,0
A12A8LU93A132U-B000244EME.html,0,4,1,1,0
A12A8LU93A132U-B000244EMO.html,0,4,1,1,0
A12A8LU93A132U-B00070FX5U.html,0,1,1,2,1
A12A8LU93A132U-B000FKO0Q0.html,0,1,0,2,0
A12A8LU93A132U-B000HIVOIM.html,0,1,1,2,1
A12A8LU93A132U-B000I3PERS.html,1,2,2,4,0
A12A8LU93A132U-B000QQH4YS.html,0,4,6,7,0
A12A8LU93A132U-B000RLFBP6.html,0,4,6,7,0
A12A8LU93A132U-B00151QYU8.html,1,1,0,2,1
A12A8LU93A132U-B001BN4WMW.html,1,2,2,4,0
A12A8LU93A132U-B001EBYM8A.html,0,1,0,2,0
A12A8LU93A132U-B002A5EBMQ.html,0,2,6,15,0
A12A8LU93A132U-B003L16FAE.html,0,4,1,1,0
A12A8LU93A132U-B003WTO5Y8.html,0,2,4,8,0
A12A8LU93A132U-B005721W9O.html,0,2,0,2,0
A12A8LU93A132U-B007A4Y1NQ.html,0,6,5,3,0
A12A8LU93A132U-B008PZYMVK.html,0,6,5,3,0
A12A8LU93A132U-B008Q016EU.html,0,2,6,15,0
A12IDQSS4OW33B-0767800117.html,0,3,2,2,0
A12IDQSS4OW33B-6301777867.html,0,3,2,2,0
A12IDQSS4OW33B-6301797965.html,0,2,1,3,0
A12IDQSS4OW33B-6305576173.html,0,2,1,3,0
A12IDQSS4OW33B-6305605165.html,1,1,1,3,0
A12IDQSS4OW33B-6305949972.html,0,1,0,1,0
A12IDQSS4OW33B-B00004CO5P.html,0,3,2,2,0
A12IDQSS4OW33B-B00004WIBV.html,0,1,1,6,0
A12IDQSS4OW33B-B00004WIBW.html,0,1,1,6,0
A12IDQSS4OW33B-B000057VWQ.html,1,1,1,3,0
A12IDQSS4OW33B-B00005JO1X.html,1,4,0,1,0
A12IDQSS4OW33B-B00009MGEM.html,0,2,3,7,0
A12IDQSS4OW33B-B00009W0U0.html,0,2,3,7,0
A12IDQSS4OW33B-B0000CC798.html,0,4,1,6,0
A12IDQSS4OW33B-B0000DK4QK.html,0,2,2,6,0
A12IDQSS4OW33B-B0001EYTK2.html,0,2,3,7,0
A12IDQSS4OW33B-B0001XQE7O.html,1,3,2,4,0
A12IDQSS4OW33B-B0002RGNRU.html,0,2,2,4,0
A12IDQSS4OW33B-B0007Y08I8.html,0,2,3,2,0
A12IDQSS4OW33B-B0007Y08II.html,0,2,3,2,0
A12IDQSS4OW33B-B0007Y08IS.html,0,2,3,2,0
A12IDQSS4OW33B-B0007YXREU.html,0,2,3,2,0
A12IDQSS4OW33B-B0007Z0OL8.html,0,2,3,2,0
A12IDQSS4OW33B-B0009X75RO.html,1,1,1,0,0
A12IDQSS4OW33B-B000A6T29O.html,2,5,1,8,1
A12IDQSS4OW33B-B000EBIP16.html,1,4,0,1,0
A12IDQSS4OW33B-B000EBIP1G.html,1,4,0,1,0
A12IDQSS4OW33B-B000HEWEJO.html,1,1,1,3,0
A12IDQSS4OW33B-B000I2JKEM.html,0,0,1,2,0
A12IDQSS4OW33B-B000I9YWMA.html,0,2,2,6,0
A12IDQSS4OW33B-B000JSI7B2.html,0,2,2,6,0
A12IDQSS4OW33B-B000KX0ISQ.html,0,3,2,2,0
A12IDQSS4OW33B-B000M9BPEY.html,1,3,2,4,0
A12IDQSS4OW33B-B000NA22C6.html,0,2,4,6,0
A12IDQSS4OW33B-B00190KZUU.html,1,3,2,4,0
A12IDQSS4OW33B-B001PPGAJY.html,0,4,1,6,0
A12IDQSS4OW33B-B001TAFCBC.html,0,2,2,4,0
A12IDQSS4OW33B-B00466H3DG.html,0,2,2,4,0
A12IDQSS4OW33B-B006RXQ1L6.html,1,1,1,0,0
A12IDQSS4OW33B-B007A4Y1NQ.html,0,0,3,3,0
A12IDQSS4OW33B-B008PZYMVK.html,0,0,3,3,0
A12IDQSS4OW33B-B009RI4372.html,0,0,1,1,0
A12IRGQLFE4EBA-6304198493.html,1,2,1,1,0
A12IRGQLFE4EBA-7799122803.html,0,1,1,6,2
A12IRGQLFE4EBA-B00003CXS4.html,1,0,1,0,0
A12IRGQLFE4EBA-B00004RUNT.html,0,2,1,3,0
A12IRGQLFE4EBA-B00004VY05.html,0,2,1,3,0
A12IRGQLFE4EBA-B00005JGO7.html,1,0,1,0,0
A12IRGQLFE4EBA-B00005V9HH.html,1,2,1,1,0
A12IRGQLFE4EBA-B0002VEUTO.html,0,4,0,2,0
A12IRGQLFE4EBA-B0002VEUTY.html,0,4,0,2,0
A12IRGQLFE4EBA-B0009PLLO0.html,0,2,3,1,0
A12IRGQLFE4EBA-B000ARTN42.html,2,4,2,1,0
A12IRGQLFE4EBA-B000ELL1TE.html,1,0,1,0,0
A12IRGQLFE4EBA-B000I9S5U0.html,2,4,2,1,0
A12IRGQLFE4EBA-B000JUB7LM.html,0,0,0,1,0
A12IRGQLFE4EBA-B000MZHW1S.html,2,3,0,2,0
A12IRGQLFE4EBA-B001BR5NLW.html,0,4,0,2,0
A12IRGQLFE4EBA-B001DZOC6Y.html,2,6,3,4,0
A12IRGQLFE4EBA-B001EC2IYE.html,0,0,0,1,0
A12IRGQLFE4EBA-B001OKUREO.html,0,3,2,9,0
A12IRGQLFE4EBA-B001QOGYAY.html,0,3,0,0,0
A12IRGQLFE4EBA-B001YV5036.html,2,4,2,1,0
A12IRGQLFE4EBA-B0021L8UXA.html,0,3,0,0,0
A12IRGQLFE4EBA-B0021L8UXK.html,0,3,0,0,0
A12IRGQLFE4EBA-B0026JI1SG.html,0,0,0,1,0
A12IRGQLFE4EBA-B0034G4OY0.html,2,2,1,0,0
A12IRGQLFE4EBA-B003E48AYC.html,0,1,1,6,2
A12IRGQLFE4EBA-B003IBEH02.html,0,3,0,0,0
A12IRGQLFE4EBA-B003KRGCTI.html,1,3,0,1,0
A12IRGQLFE4EBA-B003QTUQGU.html,0,1,1,6,2
A12IRGQLFE4EBA-B003VMZPFO.html,0,3,0,0,0
A12IRGQLFE4EBA-B005IZLPMY.html,0,3,3,8,0
A12IRGQLFE4EBA-B005WGNKSG.html,0,5,1,6,0
A12IRGQLFE4EBA-B006H90TLI.html,0,2,0,0,0
A12IRGQLFE4EBA-B007K2M3N8.html,0,2,0,2,0
A12X2J7AVZ04IQ-5553600715.html,2,6,2,7,0
A12X2J7AVZ04IQ-B00003CXFU.html,5,5,3,4,0
A12X2J7AVZ04IQ-B00004WICV.html,2,6,1,4,1
A12X2J7AVZ04IQ-B00005JKEC.html,2,6,0,3,1
A12X2J7AVZ04IQ-B00005JL78.html,2,1,1,3,0
A12X2J7AVZ04IQ-B00005JMFQ.html,5,7,1,0,0
A12X2J7AVZ04IQ-B00005JMUK.html,0,5,3,2,0
A12X2J7AVZ04IQ-B00005JNCZ.html,2,4,0,3,1
A12X2J7AVZ04IQ-B00005JNY3.html,0,9,1,1,0
A12X2J7AVZ04IQ-B00005JPA6.html,3,3,0,4,1
A12X2J7AVZ04IQ-B00005JPAR.html,1,3,0,4,0
A12X2J7AVZ04IQ-B00005JPTK.html,1,7,1,2,0
A12X2J7AVZ04IQ-B0000640ZP.html,2,6,2,7,0
A12X2J7AVZ04IQ-B00006FMGR.html,1,10,2,1,0
A12X2J7AVZ04IQ-B00006GSJV.html,2,2,1,3,0
A12X2J7AVZ04IQ-B00006LLJ4.html,2,1,1,3,0
A12X2J7AVZ04IQ-B0000897DU.html,1,10,2,1,0
A12X2J7AVZ04IQ-B0000DK4QJ.html,2,1,1,3,0
A12X2J7AVZ04IQ-B00018U9FW.html,1,6,0,5,0
A12X2J7AVZ04IQ-B00018U9G6.html,1,6,0,5,0
A12X2J7AVZ04IQ-B0001CNRRU.html,3,4,1,6,0
A12X2J7AVZ04IQ-B0001DI0FI.html,3,2,2,1,0
A12X2J7AVZ04IQ-B00022PZG0.html,1,6,0,5,0
A12X2J7AVZ04IQ-B00061QK20.html,1,3,1,1,0
A12X2J7AVZ04IQ-B0006IWY0U.html,3,2,2,1,0
A12X2J7AVZ04IQ-B0006Z2KOI.html,2,4,0,3,1
A12X2J7AVZ04IQ-B0007IF19K.html,2,5,1,5,0
A12X2J7AVZ04IQ-B0007OCG4W.html,0,2,1,6,0
A12X2J7AVZ04IQ-B000AE8L1Q.html,1,6,1,9,0
A12X2J7AVZ04IQ-B000AMWIVM.html,1,2,1,5,1
A12X2J7AVZ04IQ-B000ARIS52.html,3,5,0,5,0
A12X2J7AVZ04IQ-B000B7QAHO.html,2,6,0,5,0
A12X2J7AVZ04IQ-B000B8VCSU.html,1,10,2,1,0
A12X2J7AVZ04IQ-B000BB1MI2.html,2,6,0,5,0
A12X2J7AVZ04IQ-B000BB96M6.html,2,6,0,5,0
A12X2J7AVZ04IQ-B000BB96MG.html,2,6,0,5,0
A12X2J7AVZ04IQ-B000BI5KV0.html,2,3,3,3,0
A12X2J7AVZ04IQ-B000BU0BBM.html,2,4,1,5,0
A12X2J7AVZ04IQ-B000CD9U4M.html,2,6,0,5,0
A12X2J7AVZ04IQ-B000E5KJHA.html,2,6,0,5,0
A12X2J7AVZ04IQ-B000EOTTTU.html,1,8,0,2,1
A12X2J7AVZ04IQ-B000ESSUL4.html,1,8,0,2,1
A12X2J7AVZ04IQ-B000FVQLQQ.html,2,2,1,3,0
A12X2J7AVZ04IQ-B000GTLQXU.html,0,5,2,5,0
A12X2J7AVZ04IQ-B000I2J2WC.html,0,8,2,8,0
A12X2J7AVZ04IQ-B000I2JKEM.html,4,5,1,4,0
A12X2J7AVZ04IQ-B000ICZD6Q.html,3,1,0,1,0
A12X2J7AVZ04IQ-B000J103OI.html,0,6,0,2,0
A12X2J7AVZ04IQ-B000JF9PSO.html,1,4,0,2,0
A12X2J7AVZ04IQ-B000JUB7LM.html,0,5,0,3,0
A12X2J7AVZ04IQ-B000K2UVZM.html,0,2,4,1,1
A12X2J7AVZ04IQ-B000K2UVZW.html,0,2,4,1,1
A12X2J7AVZ04IQ-B000KKQNRO.html,0,8,2,8,0
A12X2J7AVZ04IQ-B000ML11RI.html,3,5,0,5,0
A12X2J7AVZ04IQ-B000MMMTAK.html,1,5,0,6,0
A12X2J7AVZ04IQ-B000MQ54OO.html,0,4,3,6,0
A12X2J7AVZ04IQ-B000MQ54OY.html,0,4,3,6,0
A12X2J7AVZ04IQ-B000MXPE7O.html,1,3,0,7,1
A12X2J7AVZ04IQ-B000MXPE7Y.html,1,3,0,7,1
A12X2J7AVZ04IQ-B000MZHW1S.html,0,8,1,2,1
A12X2J7AVZ04IQ-B000N6U0DS.html,0,3,3,8,0
A12X2J7AVZ04IQ-B000N6U0E2.html,0,3,3,8,0
A12X2J7AVZ04IQ-B000NA22C6.html,2,3,3,6,0
A12X2J7AVZ04IQ-B000NIVJF4.html,1,7,1,3,0
A12X2J7AVZ04IQ-B000NQQ4ME.html,2,3,0,5,0
A12X2J7AVZ04IQ-B000NQRV4O.html,0,2,1,6,0
A12X2J7AVZ04IQ-B000O174CM.html,3,7,1,8,0
A12X2J7AVZ04IQ-B000O77R6O.html,1,3,0,4,0
A12X2J7AVZ04IQ-B000O77RLE.html,2,4,1,4,0
A12X2J7AVZ04IQ-B000OW77UU.html,0,3,3,8,0
A12X2J7AVZ04IQ-B000P0J0EM.html,2,6,1,4,1
A12X2J7AVZ04IQ-B000QGDYZQ.html,0,4,2,5,0
A12X2J7AVZ04IQ-B000R209NY.html,0,5,2,5,0
A12X2J7AVZ04IQ-B000VY1EYQ.html,3,4,1,5,0
A12X2J7AVZ04IQ-B000YENUI6.html,1,6,0,5,0
A12X2J7AVZ04IQ-B000ZLFALI.html,1,9,1,3,0
A12X2J7AVZ04IQ-B000ZLFALS.html,1,9,1,3,0
A12X2J7AVZ04IQ-B000ZN8036.html,2,6,2,4,0
A12X2J7AVZ04IQ-B000ZN803G.html,2,6,2,4,0
